Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
EE,-0.00845795986317842,-0.0148716021834605,-0.121640388388389,0,0,0,0.290093717112901,0.00206617343648101,-1.21726527503598E-05,-0.000282159235580759,0.00230784220584556,-8.95778966186486E-05,0.000320670531370914,0,0,0,0,0,0,package://EndEffector3/meshes/EE.STL,0.0196078431372549,0.0196078431372549,0.0196078431372549,1,0,0,0,0,0,0,package://EndEffector3/meshes/EE.STL,,AngledHolderProbe_128EL_9PItch2.stp-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
